"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Parleys Upper","856	","Utah","SNOTEL","Salt Lake","8353","40.70194","-111.60619","160202040302	",,"1-26-2024, 11:42 AM EST"
"Parrish Creek","971	","Utah","SNOTEL","Davis","7740","40.93417","-111.81372","160201020501	",,"1-26-2024, 11:42 AM EST"
"Payson R.S.","686	","Utah","SNOTEL","Utah","8044","39.92976","-111.63109","160202020601	",,"1-26-2024, 11:42 AM EST"
"Peavine Ridge","687	","Oregon","SNOTEL","Clackamas","3420","45.04148","-121.93252","170900110306	",,"1-26-2024, 11:42 AM EST"
"Pebble Creek","1299	","Idaho","SNOTEL","Caribou","6513","42.7674","-112.10648","170402080206	",,"1-26-2024, 11:42 AM EST"
"Pepper Creek","1104	","Washington","SNOTEL","Skamania","2140","46.10242","-121.95555","170800020111	",,"1-26-2024, 11:42 AM EST"
"Peterson Meadows","930	","Montana","SNOTEL","Granite","7200","46.12588","-113.30792","170102020101	",,"1-26-2024, 11:42 AM EST"
"Phantom Valley","688	","Colorado","SNOTEL","Grand","9045","40.39803","-105.84606","140100010302	",,"1-26-2024, 11:42 AM EST"
"Phillips Bench","689	","Wyoming","SNOTEL","Teton","8200","43.51687","-110.91258","170401030504	",,"1-26-2024, 11:42 AM EST"
"Pickfoot Creek","690	","Montana","SNOTEL","Meagher","6650","46.57978","-111.26832","100301030501	",,"1-26-2024, 11:42 AM EST"
"Pickle Keg","691	","Utah","SNOTEL","Sevier","9020","39.01219","-111.58259","160300030402	",,"1-26-2024, 11:42 AM EST"
"Pierce R.S.","1142	","Idaho","SNOTEL","Clearwater","3080","46.49597","-115.7957","170603060401	",,"1-26-2024, 11:42 AM EST"
"Pigtail Peak","692	","Washington","SNOTEL","Yakima","5800","46.62153","-121.38643","170300020301	",,"1-26-2024, 11:42 AM EST"
"Pike Creek","693	","Montana","SNOTEL","Pondera","5930","48.30305","-113.32868","100302010103	",,"1-26-2024, 11:42 AM EST"
"Pine Creek","694	","Utah","SNOTEL","Millard","8734","38.88185","-112.24915","160300051307	",,"1-26-2024, 11:42 AM EST"
"Pine Creek Pass","695	","Idaho","SNOTEL","Teton","6720","43.56998","-111.21157","170402040101	",,"1-26-2024, 11:42 AM EST"
"Pine Pass","4A02P	","British Columbia","Cooperator Snow Sensors","	","4547","55.35","-122.63333","	",,"1-26-2024, 11:42 AM EST"
"Pinto Rock","1263	","Washington","SNOTEL","Skamania","4440","46.32318","-121.94219","170800040405	",,"1-26-2024, 11:42 AM EST"
"Placer Basin","696	","Montana","SNOTEL","Sweet Grass","8830","45.41905","-110.08844","100700020701	",,"1-26-2024, 11:42 AM EST"
"Pocket Creek","1133	","Wyoming","SNOTEL","Sublette","9360","42.7121","-109.4112","140401020505	",,"1-26-2024, 11:42 AM EST"
"Poison Flat","697	","California","SNOTEL","Alpine","7736","38.50576","-119.62624","160502010102	",,"1-26-2024, 11:42 AM EST"
"Pole Canyon","1244	","Nevada","SNOTEL","Elko","7760","40.86293","-115.12067","160600071101	",,"1-26-2024, 11:42 AM EST"
"Pole Creek R.S.","698	","Nevada","SNOTEL","Elko","8360","41.87255","-115.24713","170501021002	",,"1-26-2024, 11:42 AM EST"
"Poorman Creek","932	","Montana","SNOTEL","Lincoln","5100","48.12672","-115.62333","170101011301	",,"1-26-2024, 11:42 AM EST"
"Pope Ridge","699	","Washington","SNOTEL","Chelan","3590","47.9909","-120.56622","170200100204	",,"1-26-2024, 11:42 AM EST"
"Porcupine","700	","Montana","SNOTEL","Park","6500","46.11192","-110.4696","100700030303	",,"1-26-2024, 11:42 AM EST"
"Porphyry Creek","701	","Colorado","SNOTEL","Gunnison","10788","38.48864","-106.33967","140200030105	",,"1-26-2024, 11:42 AM EST"
"Port Graham","987	","Alaska","SNOTEL","Kenai Peninsula","300","59.35065","-151.84768","190203011208	",,"1-26-2024, 11:42 AM EST"
"Porter Canyon","2170	","Nevada","SNOTEL","Lander","7187","39.46544","-117.62069","160600020102	",,"1-26-2024, 11:42 AM EST"
"Potato Hill","702	","Washington","SNOTEL","Yakima","4510","46.34963","-121.51435","170800040303	",,"1-26-2024, 11:42 AM EST"
"Powder Mountain","1300	","Utah","SNOTEL","Cache","8505","41.37428","-111.76673","160102030102	",,"1-26-2024, 11:42 AM EST"
"Powder River Pass","703	","Wyoming","SNOTEL","Johnson","9480","44.16188","-107.12622","100800080304	",,"1-26-2024, 11:42 AM EST"
"Prairie","704	","Idaho","SNOTEL","Elmore","4800","43.50513","-115.573","170501131103	",,"1-26-2024, 11:42 AM EST"
"Promontory","705	","Arizona","SNOTEL","Coconino","7942","34.36848","-111.01088","150200080306	",,"1-26-2024, 11:42 AM EST"
"Puhi Flat","782	","Idaho","SNOTEL","Adams","6240","44.77091","-116.24805","170501240401	",,"1-26-2024, 11:42 AM EST"
"Pulpit Lake","4A09P	","British Columbia","Cooperator Snow Sensors","	","4367","57.53333","-126.73333","	",,"1-26-2024, 11:42 AM EST"
"Quartz Mountain","706	","Oregon","SNOTEL","Lake","5720","42.31923","-120.82533","180102020404	",,"1-26-2024, 11:42 AM EST"
"Quartz Peak","707	","Washington","SNOTEL","Spokane","4700","47.87927","-117.08938","170103080302	",,"1-26-2024, 11:42 AM EST"
"Quemazon","708	","New Mexico","SNOTEL","Los Alamos","9507","35.92195","-106.39179","130201011303	",,"1-26-2024, 11:42 AM EST"
"Rabbit Ears","709	","Colorado","SNOTEL","Routt","9411","40.36735","-106.74118","140500010402	",,"1-26-2024, 11:42 AM EST"
"Ragged Mountain","1081	","Idaho","SNOTEL","Kootenai","4210","47.85583","-117.03667","170103050302	",,"1-26-2024, 11:42 AM EST"
"Railroad Overpass","710	","Oregon","SNOTEL","Lane","2680","43.65887","-122.21272","170900010302	",,"1-26-2024, 11:42 AM EST"
"Rainbow Canyon","1110	","Nevada","SNOTEL","Clark","7860","36.2493","-115.62972","150100150301	",,"1-26-2024, 11:42 AM EST"
"Rainy Pass","711	","Washington","SNOTEL","Chelan","4890","48.51865","-120.7358","171100050503	",,"1-26-2024, 11:42 AM EST"
"Rawah","1032	","Colorado","SNOTEL","Jackson","9069","40.70794","-106.00727","101800010603	",,"1-26-2024, 11:42 AM EST"
"Red Hill","712	","Oregon","SNOTEL","Hood River","4410","45.4643","-121.70428","170701050505	",,"1-26-2024, 11:42 AM EST"
"Red Mountain Pass","713	","Colorado","SNOTEL","San Juan","11080","37.89168","-107.71389","140801040103	",,"1-26-2024, 11:42 AM EST"
"Red Pine Ridge","714	","Utah","SNOTEL","Emery","8988","39.45197","-111.27221","140600090202	",,"1-26-2024, 11:42 AM EST"
"Red River Pass #2","715	","New Mexico","SNOTEL","Taos","9855","36.69935","-105.34145","130201010301	",,"1-26-2024, 11:42 AM EST"
"Redden Mine Lwr","1225	","Utah","SNOTEL","Summit","8532","40.67505","-111.21765","160201010103	",,"1-26-2024, 11:42 AM EST"
"Redfish Creek","2D14P	","British Columbia","Cooperator Snow Sensors","	","6844","49.68333","-117.08333","170101041810	",,"1-26-2024, 11:42 AM EST"
"Rees Flat","1217	","Utah","SNOTEL","Juab","7206","39.49667","-111.72508","160300050202	",,"1-26-2024, 11:42 AM EST"
"Reno Hill","716	","Wyoming","SNOTEL","Natrona","8430","42.57089","-106.08969","101800070901	",,"1-26-2024, 11:42 AM EST"
"Revolution Creek","1A17P	","British Columbia","Cooperator Snow Sensors","	","5499","53.78333","-120.36667","	",,"1-26-2024, 11:42 AM EST"
"Rex River","911	","Washington","SNOTEL","King","3810","47.30218","-121.60475","171100120102	",,"1-26-2024, 11:42 AM EST"
"Reynolds Creek","2029	","Idaho","SNOTEL","Owyhee","5600","43.28863","-116.8431","170501030604	",,"1-26-2024, 11:42 AM EST"
"Rice Park","933	","New Mexico","SNOTEL","Cibola","8497","35.23658","-108.27404","130202070203	",,"1-26-2024, 11:42 AM EST"
"Rio Santa Barbara","1254	","New Mexico","SNOTEL","Taos","10664","36.07196","-105.62949","130201010905	",,"1-26-2024, 11:42 AM EST"
"Ripple Creek","717	","Colorado","SNOTEL","Rio Blanco","10350","40.10844","-107.29383","140500050102	",,"1-26-2024, 11:42 AM EST"
"Roach","718	","Colorado","SNOTEL","Larimer","9740","40.87498","-106.04675","101800100106	",,"1-26-2024, 11:42 AM EST"
"Roaring River","719	","Oregon","SNOTEL","Lane","4950","43.90098","-122.03063","170900040302	",,"1-26-2024, 11:42 AM EST"
"Rock Creek","720	","Utah","SNOTEL","Duchesne","7886","40.54875","-110.69292","140600030304	",,"1-26-2024, 11:42 AM EST"
"Rock Springs","721	","Oregon","SNOTEL","Grant","5290","44.00883","-118.83842","170501160204	",,"1-26-2024, 11:42 AM EST"
"Rocker Peak","722	","Montana","SNOTEL","Jefferson","8000","46.35613","-112.26176","100200060302	",,"1-26-2024, 11:42 AM EST"
"Rockwood GS","1309	","Utah","SNOTEL","Sevier","8593","38.67101","-112.3305","160300030105	",,"1-26-2024, 11:42 AM EST"
"Rocky Basin-Settleme","723	","Utah","SNOTEL","Tooele","8704","40.44293","-112.22377","160203040401	",,"1-26-2024, 11:42 AM EST"
"Rocky Boy","917	","Montana","SNOTEL","Hill","4700","48.17478","-109.64728","100500040101	",,"1-26-2024, 11:42 AM EST"
"Rough And Tumble","939	","Colorado","SNOTEL","Park","10432","39.02611","-106.08063","101900010202	",,"1-26-2024, 11:42 AM EST"
"Rubicon #2","724	","California","SNOTEL","El Dorado","7619","38.99927","-120.13139","160501010402	",,"1-26-2024, 11:42 AM EST"
"S Fork Shields","725	","Montana","SNOTEL","Park","8100","46.0896","-110.43363","100700030301	",,"1-26-2024, 11:42 AM EST"
"Sacajawea","929	","Montana","SNOTEL","Gallatin","6550","45.87395","-110.92783","100700030403	",,"1-26-2024, 11:42 AM EST"
"Saddle Mountain","726	","Oregon","SNOTEL","Washington","3110","45.54477","-123.37315","170900100201	",,"1-26-2024, 11:42 AM EST"
"Saddle Mtn.","727	","Montana","SNOTEL","Beaverhead","7940","45.69259","-113.96828","170102050502	",,"1-26-2024, 11:42 AM EST"
"Sage Creek Basin","1015	","Wyoming","SNOTEL","Carbon","7850","41.40107","-107.2574","101800020802	",,"1-26-2024, 11:42 AM EST"
"Saint Elmo","1100	","Colorado","SNOTEL","Chaffee","10450","38.69985","-106.36805","110200010501	",,"1-26-2024, 11:42 AM EST"
"Salmon Meadows","728	","Washington","SNOTEL","Okanogan","4460","48.65518","-119.8383","170200062003	",,"1-26-2024, 11:42 AM EST"
"Salt Creek Falls","729	","Oregon","SNOTEL","Lane","4220","43.61193","-122.11758","170900010301	",,"1-26-2024, 11:42 AM EST"
"Salt River Summit","730	","Wyoming","SNOTEL","Lincoln","7640","42.5075","-110.9099","170401050101	",,"1-26-2024, 11:42 AM EST"
"San Antonio Sink","1172	","New Mexico","SNOTEL","Rio Arriba","9143","36.85967","-106.22657","130100050301	",,"1-26-2024, 11:42 AM EST"
"Sand Lake","731	","Wyoming","SNOTEL","Carbon","10098","41.4625","-106.281","101800040101	",,"1-26-2024, 11:42 AM EST"
"Sandstone RS","732	","Wyoming","SNOTEL","Carbon","8152","41.11179","-107.17043","140500030208	",,"1-26-2024, 11:42 AM EST"
"Santa Fe","922	","New Mexico","SNOTEL","Santa Fe","11465","35.77154","-105.78487","130202010102	",,"1-26-2024, 11:42 AM EST"
"Santaquin Meadows","1280	","Utah","SNOTEL","Utah","7835","39.92076","-111.71802","160202010301	",,"1-26-2024, 11:42 AM EST"
"Santiam Jct.","733	","Oregon","SNOTEL","Linn","3740","44.43503","-121.94502","170900040201	",,"1-26-2024, 11:42 AM EST"
"Sargents Mesa","1128	","Colorado","SNOTEL","Saguache","11499","38.2856","-106.37085","130100040306	",,"1-26-2024, 11:42 AM EST"
"Sasse Ridge","734	","Washington","SNOTEL","Kittitas","4340","47.38485","-121.06323","170300010104	",,"1-26-2024, 11:42 AM EST"
"Satus Pass","1231	","Washington","SNOTEL","Klickitat","3960","45.98797","-120.67734","170701060301	",,"1-26-2024, 11:42 AM EST"
"Savage Pass","735	","Idaho","SNOTEL","Idaho","6190","46.46633","-114.63333","170603030208	",,"1-26-2024, 11:42 AM EST"
"Sawmill Ridge","1068	","Washington","SNOTEL","King","4640","47.15992","-121.42172","171100130104	",,"1-26-2024, 11:42 AM EST"
"Sawtooth","1251	","Colorado","SNOTEL","Boulder","9676","40.13632","-105.58486","101900050102	",,"1-26-2024, 11:42 AM EST"
"Schneider Meadows","736	","Oregon","SNOTEL","Baker","5400","45.00107","-117.16522","170502010603	",,"1-26-2024, 11:42 AM EST"
"Schofield Pass","737	","Colorado","SNOTEL","Gunnison","10653","39.01467","-107.04933","140100040701	",,"1-26-2024, 11:42 AM EST"
"Schwartz Lake","915	","Idaho","SNOTEL","Lemhi","8630","44.84618","-113.83732","170602040604	",,"1-26-2024, 11:42 AM EST"
"Schweitzer Basin","738	","Idaho","SNOTEL","Bonner","6090","48.37428","-116.63917","170102150502	",,"1-26-2024, 11:42 AM EST"
"Scotch Creek","739	","Colorado","SNOTEL","Dolores","9195","37.64562","-108.00833","140300020204	",,"1-26-2024, 11:42 AM EST"
"Secesh Summit","740	","Idaho","SNOTEL","Valley","6540","45.18848","-115.97152","170501230101	",,"1-26-2024, 11:42 AM EST"
"Sedgwick Peak","741	","Idaho","SNOTEL","Bannock","7850","42.52497","-111.95635","170402080209	",,"1-26-2024, 11:42 AM EST"
"Seeley Creek","742	","Utah","SNOTEL","Sanpete","9904","39.31042","-111.43297","140600090203	",,"1-26-2024, 11:42 AM EST"
"Seine Creek","743	","Oregon","SNOTEL","Washington","2060","45.52688","-123.29857","170900100203	",,"1-26-2024, 11:42 AM EST"
"Senorita Divide #2","744	","New Mexico","SNOTEL","Rio Arriba","8569","36.00152","-106.83408","130202020102	",,"1-26-2024, 11:42 AM EST"
"Sentinel Butte","1043	","Washington","SNOTEL","Ferry","4680","48.86133","-118.39843","170200021705	",,"1-26-2024, 11:42 AM EST"
"Sevenmile Marsh","745	","Oregon","SNOTEL","Klamath","5700","42.69825","-122.14165","180102030104	",,"1-26-2024, 11:42 AM EST"
"Seventysix Creek","746	","Nevada","SNOTEL","Elko","7350","41.73732","-115.47215","170501020108	",,"1-26-2024, 11:42 AM EST"
"Shanghi Summit","747	","Idaho","SNOTEL","Clearwater","4600","46.56603","-115.74216","170603060402	",,"1-26-2024, 11:42 AM EST"
"Sharkstooth","1060	","Colorado","SNOTEL","Montezuma","10747","37.50356","-108.11405","140300020206	",,"1-26-2024, 11:42 AM EST"
"Shedin Creek","4B16P	","British Columbia","Cooperator Snow Sensors","	","4331","55.85","-127.68333","	",,"1-26-2024, 11:42 AM EST"
"Sheep Canyon","748	","Washington","SNOTEL","Cowlitz","3990","46.19325","-122.25393","170800050601	",,"1-26-2024, 11:42 AM EST"
"Sheep Mtn.","749	","Idaho","SNOTEL","Bingham","6650","43.2103","-111.68792","170402050304	",,"1-26-2024, 11:42 AM EST"
"Sheldon","750	","Nevada","SNOTEL","Washoe","5865","41.90435","-119.44464","171200080106	",,"1-26-2024, 11:42 AM EST"
"Shell Creek","751	","Wyoming","SNOTEL","Big Horn","9580","44.50012","-107.42947","100800100101	",,"1-26-2024, 11:42 AM EST"
"Sherwin","752	","Idaho","SNOTEL","Latah","3200","46.95028","-116.33972","170103040703	",,"1-26-2024, 11:42 AM EST"
"Short Creek","753	","Montana","SNOTEL","Madison","7000","44.97572","-111.95215","100200030106	",,"1-26-2024, 11:42 AM EST"
"Shovelnose Mountain","1C29P	","British Columbia","Cooperator Snow Sensors","	","4790","49.85595","-120.86289","	",,"1-26-2024, 11:42 AM EST"
"Shower Falls","754	","Montana","SNOTEL","Gallatin","8100","45.40125","-110.95758","100200081001	",,"1-26-2024, 11:42 AM EST"
"Shuree","1169	","New Mexico","SNOTEL","Taos","10092","36.78765","-105.2392","130201010102	",,"1-26-2024, 11:42 AM EST"
"Sierra Blanca","1034	","New Mexico","SNOTEL","Lincoln","10268","33.40682","-105.79467","130600080103	",,"1-26-2024, 11:42 AM EST"
"Signal Peak","755	","New Mexico","SNOTEL","Grant","8405","32.92342","-108.14546","150400010803	",,"1-26-2024, 11:42 AM EST"
"Silver Creek","756	","Oregon","SNOTEL","Lake","5740","42.95615","-121.18123","171200050206	",,"1-26-2024, 11:42 AM EST"
"Silver Creek Divide","757	","New Mexico","SNOTEL","Catron","9096","33.3696","-108.70711","150400040605	",,"1-26-2024, 11:42 AM EST"
"Silvies","759	","Oregon","SNOTEL","Harney","6990","42.75333","-118.68785","171200030201	",,"1-26-2024, 11:42 AM EST"
"Skalkaho Summit","760	","Montana","SNOTEL","Granite","7250","46.24212","-113.7725","170102021003	",,"1-26-2024, 11:42 AM EST"
"Skate Creek","1257	","Washington","SNOTEL","Lewis","3770","46.64336","-121.83044","170800040505	",,"1-26-2024, 11:42 AM EST"
"Skookum Creek","912	","Washington","SNOTEL","King","3310","47.68433","-121.61007","171100100503	",,"1-26-2024, 11:42 AM EST"
"Slagamelt Lakes","1286	","Montana","SNOTEL","Beaverhead","8620","45.36526","-113.71834","100200040308	",,"1-26-2024, 11:42 AM EST"
"Sleeping Woman","783	","Montana","SNOTEL","Sanders","6150","47.17902","-114.33368","170102120708	",,"1-26-2024, 11:42 AM EST"
"Slug Creek Divide","761	","Idaho","SNOTEL","Caribou","7225","42.56248","-111.29797","170402070201	",,"1-26-2024, 11:42 AM EST"
"Slumgullion","762	","Colorado","SNOTEL","Hinsdale","11560","37.99076","-107.20392","140200020502	",,"1-26-2024, 11:42 AM EST"
"Smiley Mountain","926	","Idaho","SNOTEL","Custer","9520","43.72718","-113.83402","170402180102	",,"1-26-2024, 11:42 AM EST"
"Smith  Morehouse","763	","Utah","SNOTEL","Summit","7631","40.78931","-111.09192","160201010203	",,"1-26-2024, 11:42 AM EST"
"Smith Ridge","1167	","Oregon","SNOTEL","Linn","3270","44.30325","-122.04053","170900040203	",,"1-26-2024, 11:42 AM EST"
"Snake River Station","764	","Wyoming","SNOTEL","Teton","6920","44.13361","-110.66917","170401010402	",,"1-26-2024, 11:42 AM EST"
"Snider Basin","765	","Wyoming","SNOTEL","Sublette","8060","42.4949","-110.53203","140401010906	",,"1-26-2024, 11:42 AM EST"
"Snow Mountain","767	","Oregon","SNOTEL","Harney","6230","43.94885","-119.54013","171200020501	",,"1-26-2024, 11:42 AM EST"
"Snowbird","766	","Utah","SNOTEL","Salt Lake","9177","40.56914","-111.65852","160202040202	",,"1-26-2024, 11:42 AM EST"
"Snowslide Canyon","927	","Arizona","SNOTEL","Coconino","9744","35.34179","-111.65084","150200160201	",,"1-26-2024, 11:42 AM EST"
"Soldier Park","1132	","Wyoming","SNOTEL","Johnson","8720","44.34847","-107.0136","100902060103	",,"1-26-2024, 11:42 AM EST"
"Soldier R.S.","769	","Idaho","SNOTEL","Camas","5740","43.48407","-114.82692","170402200303	",,"1-26-2024, 11:42 AM EST"
"Somsen Ranch","770	","Idaho","SNOTEL","Caribou","6800","42.95275","-111.35933","170402070101	",,"1-26-2024, 11:42 AM EST"
"Sonora Pass","771	","California","SNOTEL","Mono","8770","38.31021","-119.6003","160503020104	",,"1-26-2024, 11:42 AM EST"
"Sourdough Gulch","985	","Washington","SNOTEL","Asotin","4000","46.23718","-117.39438","170601030202	",,"1-26-2024, 11:42 AM EST"
"South Brush Creek","772	","Wyoming","SNOTEL","Carbon","8495","41.3295","-106.5025","101800020303	",,"1-26-2024, 11:42 AM EST"
"South Colony","773	","Colorado","SNOTEL","Custer","10868","37.96647","-105.53671","110200011206	",,"1-26-2024, 11:42 AM EST"
"South Fork Bull Run","925	","Oregon","SNOTEL","Clackamas","2690","45.44575","-122.03125","170800010504	",,"1-26-2024, 11:42 AM EST"
"South Mtn.","774	","Idaho","SNOTEL","Owyhee","6500","42.76478","-116.90037","170501080205	",,"1-26-2024, 11:42 AM EST"
"South Pass","775	","Wyoming","SNOTEL","Fremont","9040","42.57317","-108.84325","100800030101	",,"1-26-2024, 11:42 AM EST"
"Spencer Meadow","776	","Washington","SNOTEL","Skamania","3400","46.1795","-121.92661","170800020108	",,"1-26-2024, 11:42 AM EST"
"Spirit Lake","777	","Washington","SNOTEL","Skamania","3520","46.26113","-122.1772","170800050502	",,"1-26-2024, 11:42 AM EST"
"Spirit Lk","1117	","Utah","SNOTEL","Daggett","10235","40.83868","-110.00527","140401060501	",,"1-26-2024, 11:42 AM EST"
"Spratt Creek","778	","California","SNOTEL","Alpine","6063","38.66627","-119.81741","160502010107	",,"1-26-2024, 11:42 AM EST"
"Spring Creek Divide","779	","Wyoming","SNOTEL","Sublette","9000","42.52516","-110.66148","140401011001	",,"1-26-2024, 11:42 AM EST"
"Spruce Springs","984	","Washington","SNOTEL","Garfield","5700","46.18287","-117.54155","170601030201	",,"1-26-2024, 11:42 AM EST"
"Spud Mountain","780	","Colorado","SNOTEL","San Juan","10674","37.69883","-107.77841","140801040202	",,"1-26-2024, 11:42 AM EST"
"Spur Park","781	","Montana","SNOTEL","Judith Basin","8100","46.77962","-110.62165","100401030301	",,"1-26-2024, 11:42 AM EST"
"Spuzzum Creek","1D19P	","British Columbia","Cooperator Snow Sensors","	","3927","49.65","-121.65","	",,"1-26-2024, 11:42 AM EST"
"Squamish Upper","3A25P	","British Columbia","Cooperator Snow Sensors","	","4551","50.15","-123.43333","	",,"1-26-2024, 11:42 AM EST"
"St. Lawrence Alt","786	","Wyoming","SNOTEL","Fremont","8620","43.03313","-109.17025","100800020105	",,"1-26-2024, 11:42 AM EST"
"Stahl Peak","787	","Montana","SNOTEL","Lincoln","6030","48.90902","-114.86298","170101010801	",,"1-26-2024, 11:42 AM EST"
"Stampede Pass","788	","Washington","SNOTEL","King","3850","47.27427","-121.34162","171100130103	",,"1-26-2024, 11:42 AM EST"
"Starr Ridge","789	","Oregon","SNOTEL","Grant","5250","44.26423","-119.02162","171200020102	",,"1-26-2024, 11:42 AM EST"
"State Line","1258	","California","SNOTEL","Modoc","5680","41.98609","-120.71574","180102040201	",,"1-26-2024, 11:42 AM EST"
"Steel Creek Park","790	","Utah","SNOTEL","Summit","10158","40.90862","-110.50462","140401070203	",,"1-26-2024, 11:42 AM EST"
"Stevens Pass","791	","Washington","SNOTEL","King","3950","47.74607","-121.09288","171100090102	",,"1-26-2024, 11:42 AM EST"
"Stickney Mill","792	","Idaho","SNOTEL","Custer","7430","43.86117","-114.20902","170402180303	",,"1-26-2024, 11:42 AM EST"
"Stillwater Creek","793	","Colorado","SNOTEL","Grand","8880","40.22532","-105.9198","140100010306	",,"1-26-2024, 11:42 AM EST"
"Strawberry","794	","Oregon","SNOTEL","Lake","5770","42.12587","-120.8361","180102040501	",,"1-26-2024, 11:42 AM EST"
"Strawberry Divide","795	","Utah","SNOTEL","Wasatch","8123","40.16483","-111.20665","140600040103	",,"1-26-2024, 11:42 AM EST"
"Stringer Creek","1009	","Montana","SNOTEL","Meagher","6550","46.9269","-110.90198","100301030801	",,"1-26-2024, 11:42 AM EST"
"Stryker Basin","1311	","Montana","SNOTEL","Flathead","6194","48.68005","-114.66365","170102100501	",,"1-26-2024, 11:42 AM EST"
"Stuart Mountain","901	","Montana","SNOTEL","Missoula","7400","46.99523","-113.92664","170102040102	",,"1-26-2024, 11:42 AM EST"
"Stump Lakes","797	","Colorado","SNOTEL","La Plata","11248","37.47647","-107.63348","140801040702	",,"1-26-2024, 11:42 AM EST"
"Sucker Creek","798	","Wyoming","SNOTEL","Sheridan","8880","44.7225","-107.40033","100901010203	",,"1-26-2024, 11:42 AM EST"
"Summer Rim","800	","Oregon","SNOTEL","Lake","7080","42.6957","-120.80158","180102020103	",,"1-26-2024, 11:42 AM EST"
"Summit Creek","955	","Alaska","SNOTEL","Kenai Peninsula","1400","60.61713","-149.53128","190203020401	",,"1-26-2024, 11:42 AM EST"
"Summit Lake","801	","Oregon","SNOTEL","Klamath","5610","43.44907","-122.13808","170703020203	",,"1-26-2024, 11:42 AM EST"
"Summit Lk","1194	","Nevada","SNOTEL","Humboldt","7615","41.48953","-118.99663","160402021301	",,"1-26-2024, 11:42 AM EST"
"Summit Meadow","1052	","California","SNOTEL","Mono","9313","38.39747","-119.53522","160503020203	",,"1-26-2024, 11:42 AM EST"
"Summit Ranch","802	","Colorado","SNOTEL","Summit","9371","39.71803","-106.1577","140100020502	",,"1-26-2024, 11:42 AM EST"
"Sun Pass","1078	","Oregon","SNOTEL","Klamath","5400","42.78637","-121.97715","180102010602	",,"1-26-2024, 11:42 AM EST"
"Sunflower Flat","1249	","Utah","SNOTEL","Garfield","10018","38.048","-111.33981","140700030406	",,"1-26-2024, 11:42 AM EST"
"Sunset","803	","Idaho","SNOTEL","Shoshone","5540","47.55545","-115.82422","170103020102	",,"1-26-2024, 11:42 AM EST"
"Surprise Lakes","804	","Washington","SNOTEL","Skamania","4290","46.09497","-121.76345","170800020107	",,"1-26-2024, 11:42 AM EST"
"Susitna Valley High","967	","Alaska","SNOTEL","Matanuska-Susitna","375","62.13333","-150.04167","190205050105	",,"1-26-2024, 11:42 AM EST"
"Suu Ranch","1248	","Utah","SNOTEL","Iron","8050","37.59711","-112.92949","160300060306	",,"1-26-2024, 11:42 AM EST"
"Swamp Creek","975	","Washington","SNOTEL","Skagit","3930","48.57142","-120.78267","171100050503	",,"1-26-2024, 11:42 AM EST"
"Swan Lake Mtn","1077	","Oregon","SNOTEL","Klamath","6830","42.41323","-121.68002","180102040802	",,"1-26-2024, 11:42 AM EST"
"Swede Peak","805	","Idaho","SNOTEL","Blaine","7640","43.626","-113.96887","170402210301	",,"1-26-2024, 11:42 AM EST"
"Swift Creek","1012	","Washington","SNOTEL","Skamania","4440","46.1638","-122.18402","170800020304	",,"1-26-2024, 11:42 AM EST"
"Sylvan Lake","806	","Wyoming","SNOTEL","Park","8420","44.47764","-110.15651","100700010404	",,"1-26-2024, 11:42 AM EST"
"Sylvan Road","807	","Wyoming","SNOTEL","Park","7120","44.47825","-110.03808","100800120103	",,"1-26-2024, 11:42 AM EST"
"Tahoe City Cross","809	","California","SNOTEL","Placer","6797","39.17162","-120.15362","160501010101	",,"1-26-2024, 11:42 AM EST"
"Takka Wiiya","1247	","Utah","SNOTEL","Juab","9122","39.74104","-113.98262","160203060804	",,"1-26-2024, 11:42 AM EST"
"Taos Powderhorn","1168	","New Mexico","SNOTEL","Taos","11045","36.58195","-105.45617","130201010701	",,"1-26-2024, 11:42 AM EST"
"Taos Pueblo","1307	","New Mexico","SNOTEL","Colfax","11020","36.54099","-105.35944","130201010602	",,"1-26-2024, 11:42 AM EST"
"Taylor Butte","810	","Oregon","SNOTEL","Klamath","5030","42.69108","-121.42592","180102020606	",,"1-26-2024, 11:42 AM EST"
"Taylor Canyon","811	","Nevada","SNOTEL","Elko","6325","41.2287","-116.0293","170501050105	",,"1-26-2024, 11:42 AM EST"
"Taylor Green","812	","Oregon","SNOTEL","Baker","5740","45.07707","-117.55067","170601040502	",,"1-26-2024, 11:42 AM EST"
"Telaquana Lake","1266	","Alaska","SNOTEL","Bethel","1275","60.98243","-153.91772","190304052303	",,"1-26-2024, 11:42 AM EST"
"Temple Fork","1013	","Utah","SNOTEL","Cache","7406","41.793","-111.54605","160102030303	",,"1-26-2024, 11:42 AM EST"
"Tenquille Lake","1D06P	","British Columbia","Cooperator Snow Sensors","	","5476","50.53333","-122.91667","	",,"1-26-2024, 11:42 AM EST"
"Tepee Creek","813	","Montana","SNOTEL","Madison","8000","44.78562","-111.71","100200070602	",,"1-26-2024, 11:42 AM EST"
"Teuchet Creek","951	","Alaska","SNOTEL","Fairbanks North Star","1640","64.94583","-145.51667","190803060301	",,"1-26-2024, 11:42 AM EST"
